id,titulo,a_pergunta,caminhos,recomendacao,preco_do_outro_lado,por_que_espera,onde_mora,foto_antes,foto_depois,custo,aberta_em,estado,escolha,decidida_em,nasceu_de,quem_decidiu,revoga
D-O-ACELEROMETRO-VOLTA-E-FUNCIONA,"O acelerômetro volta à tela e passa a FUNCIONAR — o aparelho entrega, medido nos dois transportes","O acelerômetro sai da tela por não ter dado, ou o produto passa a ler o dado que já existe?",,,,,"src/hefesto_dualsense4unix/core/evdev_reader.py:2146 e :2165 (o descarte); daemon/sensor_hub.py:119 (publica só `gyro`); app/widgets/sensor_widgets.py:331 (GyroBars, reusável); docs/process/sprints/2026-08-27-ONDA-CONTROLES-04-o-acelerometro-esta-no-mesmo-node.md (os quatro degraus, já orçados)",,,,2026-08-29,decidida,"FUNCIONAR. Palavra dela, 29/08/2026: *""não era pra ele sair. era pra ele funcionar.""* · O DADO EXISTE E ESTÁ A UM PASSO: o nó evdev `Motion Sensors` publica os SEIS eixos — ABS_X/Y/Z são o acelerômetro (resolution 8192 = `DS_ACC_RES_PER_G`) e ABS_RX/RY/RZ o giroscópio (1024). **O produto já abre esse nó** para o giroscópio e descarta os outros três de propósito. Lido ao vivo em 29/08 nos dois controles dela: |v| = 0,9971 g e 0,9928 g, com os dois em inclinações diferentes. · O QUE FALTA são quatro degraus já escritos e nunca executados (ONDA-CONTROLES-04): `evdev_reader` (três códigos a mais no laço que já roda), `sensor_hub` (`out[""accel""]` ao lado do `gyro`), `sensor_widgets` (reusar o `GyroBars`) e `controller_card`. · E HÁ UM TESTE QUE DEFENDE O DEFEITO: `test_motion_reader_ignora_o_acelerometro_do_mesmo_node` trava a ausência. Ele não é obstáculo — é a régua velha, e sai junto com a cura. · O NÚMERO QUE FECHA O ARGUMENTO: das 308 linhas do mapa, 18 estão medidas nos dois transportes e o produto não aciona. `movimento.acelerometro@dualsense` é a **única** com `so-ela-decide` dos dois lados.",2026-08-29,"29/08/2026. Uma leva tirou o acelerômetro da tela citando a palavra dela (*""o acelerômetro não funciona""*) e escreveu na tela que o APARELHO não entrega. Ela leu, corrigiu na hora, e a correção vale como regra: *era pra ele funcionar*.",ela,
D-A-TROCA-DE-PLAYER-SO-OFERECE-OS-NUMEROS-DA-MESA,"A troca de player à mão oferece só os números que existem na mesa agora — três controles, três opções","Quantos números a seção “Selecione o player” oferece: sempre quatro, ou o tamanho da mesa?",,,,,"novo-layout/04-iluminacao.html, seção “Selecione o player” (CSS `.players`); daemon/ipc_handlers.py:1590 (`identity.number.set`, com validação `number >= 1` em :1647); daemon/subsystems/identity.py (a fila de chegada e o congelamento)",,,,2026-08-29,decidida,"O TAMANHO DA MESA. Palavra dela, 29/08/2026: *""se tem 3 controles posso escolher só entre os 3 qual é o meu player. Sempre se adaptando nesse sentido.""* · Três controles na mesa → três botões (P1, P2, P3). Um controle → um botão. Cinco → cinco. O conjunto de opções É a mesa de agora, e muda sozinho quando ela pluga ou tira um controle. · ISTO RESOLVE POR CONSTRUÇÃO O DEFEITO QUE ELA NOMEOU, e é a razão mais forte a favor: o *""controle branco era sempre o player 3 mesmo sem nenhum outro controle, e o jogo de um jogador só não entendia""* não pode nem acontecer se, com um controle na mesa, o único número que existe é 1. A regra de exibição e a regra de numeração passam a dizer a mesma coisa. · E COMBINA COM A SEMÂNTICA QUE O DESENHO JÁ FIXOU: *""dar um número ocupado é uma TROCA, não uma fila""*. Se todo número ofertado está ocupado (porque só há tantos números quantos controles), **toda escolha é uma permuta** — nunca sobra posto vago, nunca há número sem dono. · O QUE ISSO NÃO É: não é limitar o que o daemon aceita. O `identity.number.set` valida `number >= 1` e continua sendo o dono da regra; o que se adapta é o que a TELA oferece.",2026-08-29,"29/08/2026, ela fechando a regra da troca à mão logo depois de corrigir quem coordena — que havia escrito que ""nenhuma sprint pode tocar na numeração"" quando a recusa dela era só à inversão da regra AUTOMÁTICA. Ver [[D-O-CONTROLE-E-LEMBRADO-POR-IDENTIDADE-DENTRO-DE-CADA-PERFIL]].",ela,
D-01J-FRASES-ORFAS,As duas frases órfãs da aba Jogar,O aviso do Modo Nativo e a linha 'Ponte com o jogo' entram em que canal?,"as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Na coluna Atenção, só má notícia. Casa com a D-10, que já mandou as três frases órfãs para lá; zero linha nova, e a coluna tem seis vagas. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (01-Q1), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Não me lembro disso acontecer. E não deveria. Mas caso ocorra na coluna atenção"" — ONDA5-01-01 e ONDA5-01-02.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-01J-PLAYER-ESMAECIDO,O cartão chama de Player um controle que o jogo não recebeu,"Muda a palavra, ou muda o estado?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera mais: decidida por delegação,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. 'Player N', esmaecido enquanto o daemon não confirma o jogador. A D-04 fixou a palavra e o esmaecido não a toca; mata o único dano medido, que é o cartão afirmar um jogador que não existe.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",delegacao,
D-01J-CADEADO-ONDE,O interruptor do cadeado de troca de perfil,"Volta para a Jogar, vai para a Perfis, ou não existe?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Volta para a Jogar, embaixo de Modo. É a única em que a frase que explica (já na coluna Atenção) e o botão que resolve ficam na mesma tela; a folga medida do miolo comporta a linha. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (01-Q3), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Na aba Jogar, sob Modo"" — ONDA5-01-03. | REVOGA D-O-CADEADO-DO-AUTOSWITCH-SAI, que é palavra DELA de 26/08 (""some — o perfil ativo já diz isso""). A delegação de 04/09 repôs a caixa sem lápide, e ninguém viu; em 05/09 ela mesma confirmou a caixa de volta, então o que valia já era dela outra vez.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,D-O-CADEADO-DO-AUTOSWITCH-SAI
D-01J-QUINTO-CONTROLE,Mesa com mais de quatro controles,A tela avisa que o quinto não cabe?,"as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção","não espera: a posição que vale é palavra DELA, a D-07 de 04/09",docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A PERGUNTA MORREU (conflito C-7): a D-07 já manda o '+N' do quinto para a mesma linha da frase da mesa vazia. Abrir um segundo canal para o mesmo fato é o que a regra 'um fato, um sinal' recusa. | QUEM DECIDIU: ELA — o PO registrou a linha, e o que ele decidiu foi ACOLHER a palavra dela da madrugada de 04/09 (D-07): ""Uma frase por cima dos lugares apagados."" — e o `+N` do quinto entra na mesma linha — a pergunta morreu no conflito C-7.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba — e o conflito C-7 com as dezesseis dela",ela,
D-02C-COR-VIVA,Onde a cor viva do controle aparece no card,"Pingo no cabeçalho, card inteiro, ou nada?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção","não espera: a posição que vale é palavra DELA, a D-06 de 04/09",docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A PERGUNTA MORREU (conflito C-1): a D-06 dela já deu lugar à cor viva — casco na borda externa, barra de luz na borda interna. O pingo seria um segundo sinal para o mesmo fato. | QUEM DECIDIU: ELA — o PO registrou a linha, e o que ele decidiu foi ACOLHER a palavra dela da madrugada de 04/09 (D-06): ""Casco borda externa lightbar borda interna."" — a pergunta morreu no conflito C-1.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba — e o conflito C-1 com as dezesseis dela",ela,
D-02C-TRAVESSAO-LUZ,O travessão da barra de luz em três situações,Onde entra o porquê do travessão?,"as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera mais: decidida por delegação,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Palavra curta no lugar do travessão, frase inteira no hover. As quatro palavras: Jogo / Steam / Não sei / Apagada. É a regra dela de 30/08 ao pé da letra.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",delegacao,
D-02C-SELO-MIC-COMPOSTO,De que camada fala o selo ATIVO/MUDO do microfone,"O selo fala do firmware, do PC, ou dos dois?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção","não espera: a posição que vale é palavra DELA, a D-12 de 04/09",docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. O selo diz o estado COMPOSTO (conflito C-2): ATIVO só quando o firmware e o canal concordam, e a discordância vira o recado da D-01. A recomendação escrita mantinha a contradição que a D-12 dela desfez, e o leitor de PipeWire que ela dizia faltar já está pago na MICROFONE-UM-ATO-01. | QUEM DECIDIU: ELA — o PO registrou a linha, e o que ele decidiu foi ACOLHER a palavra dela da madrugada de 04/09 (D-12): ""tá errado o conceito da coisa. o botão é pra ligar o microfone e ele ser ouvido no canal específico dele."" — conflito C-2: o selo diz o estado COMPOSTO.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba — e o conflito C-2 com as dezesseis dela",ela,
D-02C-BOTAO-AVISA-ANTES,O botão de som avisa antes do clique,"Cinza antes, ou recusa depois?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção","não espera: a posição que vale é palavra DELA, a D-03 de 04/09",docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. O botão apaga e a dica diz por quê. É a D-03 dela aplicada a esta aba; a frase no cartão continua como segunda camada. | QUEM DECIDIU: ELA — o PO registrou a linha, e o que ele decidiu foi ACOLHER a palavra dela da madrugada de 04/09 (D-03): ""Cinza antes, com a razão na dica."" — a decisão desta linha É a D-03 aplicada a esta aba.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-02C-VOLUME-CLICAVEL,Mexer no volume pela aba Controles,"Leitura, barra clicável, ou deslizante novo?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera mais: decidida por delegação,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A barra pintada vira clicável. Não mexe num pixel do desenho aprovado e destrava o botão de mudo do alto-falante, que hoje não tem como sair do cinza num controle cujo volume nunca foi escrito.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",delegacao,
D-02C-DEVOLVER-ALTOFALANTE,O alto-falante ganha um botão Devolver,"Entra na tela, ou vale a regra do microfone?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Fica fora, e a dica do botão diz o preço. É a decisão dela de 31/08 sobre o gêmeo (o 'Liberar' do microfone) aplicada aqui, e aqui o preço é menor: o firmware só guarda o último volume. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (02-Q6), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Fica fora, com aviso"" — ONDA5-02-02.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-02C-DEGRADACAO-VPAD,Contar na tela quando a emulação cai para uinput,"Não conta, marca com hover, ou tarja?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Uma marca na palavra e o motivo no hover. Quem só olha já vê que tem algo; o texto fica no hover, que é a regra dela para o de média importância. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (02-Q7), e a palavra dela vence o que o PO leu por delegação em 04/09: SEM VERBATIM — ela marcou a opção e não escreveu ao lado: a marca do que a máscara degrada fica na palavra, com o motivo no hover — FEITA em 04/09 (aba02.py:827-829).",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-02C-CONFISSAO-MUDO,Quando o mudo cai no controle errado,A tela confessa?,"as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Vira aviso no cartão, como as recusas. Reusa o canal que já existe, com a regra dela de 02/09: é aviso, não estado. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (02-Q8), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Esse erro não deveria acontecer. (…) Parece um bug"" — ONDA5-02-01.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
